,listing_id,fuel_type,CarCode,extracted_fuel_type,extracted_fuel_type_standardized
10893,1022876,,MISSING,MISSING CAR CODE,
10894,1030721,,10032,Petrol,petrol
10895,1029286,,MISSING,MISSING CAR CODE,
10896,1027355,,11491,Petrol,petrol
10897,1024662,petrol-electric,12568,Petrol-Electric,petrol-electric
10898,1031024,,MISSING,MISSING CAR CODE,
10899,997848,petrol-electric,11791,Petrol,petrol
10900,1030106,,MISSING,MISSING CAR CODE,
10901,1029734,,MISSING,MISSING CAR CODE,
10902,1029809,,11527,Petrol,petrol
10903,1013067,petrol-electric,12602,Petrol-Electric,petrol-electric
10904,1021805,diesel,10862,Diesel (Euro V),diesel
10905,1017103,,11000,Petrol,petrol
10906,988282,,11578,Petrol,petrol
10907,1019001,,12334,Petrol,petrol
10908,994200,diesel,11725,Diesel (Euro VI),diesel
10909,1000601,,10381,Petrol,petrol
10910,1011020,,MISSING,MISSING CAR CODE,
10911,1023376,,MISSING,MISSING CAR CODE,
10912,1020513,,10972,Petrol,petrol
10913,1003430,diesel,MISSING,MISSING CAR CODE,
10914,994648,,MISSING,MISSING CAR CODE,
10915,891897,,11446,Petrol,petrol
10916,1004571,diesel,MISSING,MISSING CAR CODE,
10917,1008921,,12275,Petrol,petrol
10918,1029620,,10547,Petrol,petrol
10919,1004650,petrol-electric,11981,Petrol-Electric,petrol-electric
10920,955749,petrol-electric,12003,Petrol-Electric,petrol-electric
10921,995354,,MISSING,MISSING CAR CODE,
10922,1016670,,11120,Petrol,petrol
10923,991473,,MISSING,MISSING CAR CODE,
10924,1031219,,MISSING,MISSING CAR CODE,
10925,1002177,,MISSING,MISSING CAR CODE,
10926,1030743,,MISSING,MISSING CAR CODE,
10927,1026398,,12404,Petrol,petrol
10928,998846,,11758,Petrol,petrol
10929,979871,diesel,MISSING,MISSING CAR CODE,
10930,1023977,,12374,Petrol,petrol
10931,1020758,,MISSING,MISSING CAR CODE,
10932,1020717,,10700,Petrol,petrol
10933,1020451,,11578,Petrol,petrol
10934,1016072,petrol-electric,MISSING,MISSING CAR CODE,
10935,1026339,,10547,Petrol,petrol
10936,1030444,,11120,Petrol,petrol
10937,1027857,,11806,Petrol,petrol
10938,1000127,,MISSING,MISSING CAR CODE,
10939,1016991,,11262,Petrol,petrol
10940,1021660,,12351,Petrol,petrol
10941,1009375,,11531,Petrol,petrol
10942,960585,diesel,11392,Diesel (Euro VI),diesel
10943,1021236,,10318,Petrol,petrol
10944,1019790,,10721,Petrol,petrol
10945,1015918,,MISSING,MISSING CAR CODE,
10946,964371,,12323,Petrol,petrol
10947,1023708,,11796,Petrol,petrol
10948,1028334,,11474,Petrol,petrol
10949,1029863,,10238,Petrol,petrol
10950,1029148,,10150,Petrol,petrol
10951,942641,,MISSING,MISSING CAR CODE,
10952,1025288,,10322,Petrol,petrol
10953,995976,,10240,Petrol,petrol
10954,1029657,,MISSING,MISSING CAR CODE,
10955,1030306,,10870,Petrol,petrol
10956,1000000,,10238,Petrol,petrol
10957,893083,diesel,MISSING,MISSING CAR CODE,
10958,1030275,,10275,Petrol,petrol
10959,1018590,,12323,Petrol,petrol
10960,1026956,,11386,Petrol,petrol
10961,1011673,,10089,Petrol,petrol
10962,1019393,petrol,11795,Petrol,petrol
10963,1028947,,11832,Petrol,petrol
10964,1031292,,11419,Petrol,petrol
10965,998107,petrol-electric,11981,Petrol-Electric,petrol-electric
10966,1012365,diesel,11794,Diesel (Euro V),diesel
10967,1023777,,11056,Petrol,petrol
10968,1022804,electric,12650,Electric,electric
10969,1002241,,MISSING,MISSING CAR CODE,
10970,1005171,,10187,Petrol,petrol
10971,1003369,diesel,11786,Diesel (Euro VI),diesel
10972,1009951,,10385,Petrol,petrol
10973,1015543,,10080,Petrol,petrol
10974,999030,,MISSING,MISSING CAR CODE,
10975,1028301,,11321,Petrol,petrol
10976,978876,,10526,Petrol,petrol
10977,1009470,,11260,Petrol,petrol
10978,1004214,petrol-electric,12508,Petrol-Electric,petrol-electric
10979,1015866,,10533,Petrol,petrol
10980,1029500,,10181,Petrol,petrol
10981,1030105,diesel,MISSING,MISSING CAR CODE,
10982,1024749,,10345,Petrol,petrol
10983,980655,,MISSING,MISSING CAR CODE,
10984,991389,petrol-electric,MISSING,MISSING CAR CODE,
10985,1011778,,10128,Petrol,petrol
10986,1029753,diesel,11348,Diesel (Euro V),diesel
10987,1027903,,11442,Petrol,petrol
10988,1026658,,11527,Petrol,petrol
10989,965573,,11448,Petrol,petrol
10990,1025198,,11125,Petrol,petrol
10991,998699,,MISSING,MISSING CAR CODE,
10992,1007471,petrol,11795,Petrol,petrol
10993,1016954,,MISSING,MISSING CAR CODE,
10994,1020697,,11000,Petrol,petrol
10995,1026799,,11461,Petrol,petrol
10996,971808,diesel,MISSING,MISSING CAR CODE,
10997,1018221,,11611,Petrol,petrol
10998,1030149,,10464,Petrol,petrol
10999,1027714,,11623,Petrol,petrol
11000,990206,,11321,Petrol,petrol
11001,1003963,,10080,Petrol,petrol
11002,1019059,,MISSING,MISSING CAR CODE,
11003,993980,,11503,Petrol,petrol
11004,1018959,petrol-electric,MISSING,MISSING CAR CODE,
11005,1002416,,12032,Petrol,petrol
11006,1002307,,MISSING,MISSING CAR CODE,
11007,1029410,,MISSING,MISSING CAR CODE,
11008,1022090,,11748,Petrol,petrol
11009,996891,petrol-electric,MISSING,MISSING CAR CODE,
11010,1005219,diesel,MISSING,MISSING CAR CODE,
11011,995709,,11132,Petrol,petrol
11012,1008185,diesel,MISSING,MISSING CAR CODE,
11013,1009913,petrol-electric,MISSING,MISSING CAR CODE,
11014,1014066,,10275,Petrol,petrol
11015,998454,,MISSING,MISSING CAR CODE,
11016,1016439,diesel,11536,Diesel (Euro VI),diesel
11017,1019223,,10397,Petrol,petrol
11018,1007336,,MISSING,MISSING CAR CODE,
11019,1018460,petrol-electric,11787,Petrol-Electric,petrol-electric
11020,1030655,,11578,Petrol,petrol
11021,1012489,,11386,Petrol,petrol
11022,967557,,11751,Petrol,petrol
11023,1027336,diesel,11536,Diesel (Euro VI),diesel
11024,1022964,,10713,Petrol,petrol
11025,983617,,11419,Petrol,petrol
11026,1003423,diesel,11603,Petrol,petrol
11027,1014115,petrol-electric,12212,Petrol-Electric,petrol-electric
11028,1011790,,10544,Petrol,petrol
11029,1029766,,11435,Petrol,petrol
11030,1025441,,11798,Petrol,petrol
11031,1022946,,11665,Petrol,petrol
11032,1030222,,10187,Petrol,petrol
11033,1025699,,11503,Petrol,petrol
11034,1014339,,10158,Petrol,petrol
11035,1019689,,MISSING,MISSING CAR CODE,
11036,1022768,,10080,Petrol,petrol
11037,1007443,,MISSING,MISSING CAR CODE,
11038,1026345,,10572,Petrol,petrol
11039,1017877,diesel,11683,Diesel (Euro VI),diesel
11040,1022577,,10535,Petrol,petrol
11041,974413,,11341,Petrol,petrol
11042,1029556,,12334,Petrol,petrol
11043,1014633,,10870,Petrol,petrol
11044,1011124,,MISSING,MISSING CAR CODE,
11045,1009682,diesel,10597,Petrol,petrol
11046,1028567,,10503,Petrol,petrol
11047,1006564,,MISSING,MISSING CAR CODE,
11048,1024264,,10832,Petrol,petrol
11049,1024525,,12492,Petrol,petrol
11050,1025726,,11553,Petrol,petrol
11051,1018975,,11262,Petrol,petrol
11052,1020479,,10397,Petrol,petrol
11053,1020582,petrol-electric,12008,Petrol-Electric,petrol-electric
11054,1003598,,11608,Petrol,petrol
11055,991111,,12334,Petrol,petrol
11056,1014520,petrol-electric,12212,Petrol-Electric,petrol-electric
11057,1006514,diesel,10882,Diesel (Euro IV),diesel
11058,1008066,,10398,Petrol,petrol
11059,1014447,,11375,Petrol,petrol
11060,1029381,diesel,MISSING,MISSING CAR CODE,
11061,1029448,diesel,MISSING,MISSING CAR CODE,
11062,1019859,,10782,Petrol,petrol
11063,1022494,,10652,Petrol,petrol
11064,1018177,,11442,Petrol,petrol
11065,1028143,,10503,Petrol,petrol
11066,1020027,diesel,12162,Diesel (Euro VI),diesel
11067,986767,,11306,Petrol,petrol
11068,1011513,petrol,MISSING,MISSING CAR CODE,
11069,980658,,10464,Petrol,petrol
11070,894695,diesel,MISSING,MISSING CAR CODE,
11071,1030441,,11503,Petrol,petrol
11072,1030727,,10832,Petrol,petrol
11073,1013175,,12262,Petrol,petrol
11074,1030658,,11543,Petrol,petrol
11075,1021092,diesel,MISSING,MISSING CAR CODE,
11076,984252,,MISSING,MISSING CAR CODE,
11077,996710,,MISSING,MISSING CAR CODE,
11078,1030341,,11740,Petrol,petrol
11079,973523,,10551,Petrol,petrol
11080,1028180,,11531,Petrol,petrol
11081,1025247,,11735,Petrol,petrol
11082,1023725,,MISSING,MISSING CAR CODE,
11083,985849,,MISSING,MISSING CAR CODE,
11084,1030646,,10630,Petrol,petrol
11085,1013504,,11435,Petrol,petrol
11086,967087,,11448,Petrol,petrol
11087,1019970,,11469,Petrol,petrol
11088,994129,,11875,Petrol,petrol
11089,1015079,,11120,Petrol,petrol
11090,1018215,,11751,Petrol,petrol
11091,984855,,10725,Petrol,petrol
11092,1017473,,MISSING,MISSING CAR CODE,
11093,1015084,,MISSING,MISSING CAR CODE,
11094,1016063,petrol,11501,Diesel (Euro V),diesel
11095,1028392,,11015,Petrol,petrol
11096,1017012,,10832,Petrol,petrol
11097,1025006,,11379,Petrol,petrol
11098,1017190,,10128,Petrol,petrol
11099,1029988,,MISSING,MISSING CAR CODE,
11100,1018213,,10003,Petrol,petrol
11101,1011686,diesel,MISSING,MISSING CAR CODE,
11102,1020015,,10417,Petrol,petrol
11103,997288,,MISSING,MISSING CAR CODE,
11104,1024357,,10183,Petrol,petrol
11105,962937,,12177,Petrol,petrol
11106,1021528,,11531,Petrol,petrol
11107,1001894,,MISSING,MISSING CAR CODE,
11108,1004792,,10503,Petrol,petrol
11109,986069,,10599,Petrol,petrol
11110,1025642,,12264,Petrol,petrol
11111,1027566,,11031,Petrol,petrol
11112,999386,,11491,Petrol,petrol
11113,995511,,12268,Petrol,petrol
11114,1026706,diesel,11755,Diesel (Euro VI),diesel
11115,1024641,,10348,Petrol,petrol
11116,1028303,,11262,Petrol,petrol
11117,1010390,,10860,Petrol,petrol
11118,990965,,11503,Petrol,petrol
11119,1021627,,10397,Petrol,petrol
11120,1027016,,10207,Petrol,petrol
11121,1011188,petrol-electric,11420,Petrol-Electric,petrol-electric
11122,1027379,,11846,Petrol,petrol
11123,855917,,11137,Petrol,petrol
11124,1027074,,MISSING,MISSING CAR CODE,
11125,1023158,,10047,Petrol,petrol
11126,1010175,,10207,Petrol,petrol
11127,1008318,,10080,Petrol,petrol
11128,1025792,,11491,Petrol,petrol
11129,1010512,,11740,Petrol,petrol
11130,1009628,,11740,Petrol,petrol
11131,1022692,,11610,Petrol,petrol
11132,1011486,petrol-electric,10722,Petrol-Electric,petrol-electric
11133,1010055,,10551,Petrol,petrol
11134,997976,,11321,Petrol,petrol
11135,1027610,petrol-electric,11981,Petrol-Electric,petrol-electric
11136,1000471,petrol-electric,MISSING,MISSING CAR CODE,
11137,982570,,MISSING,MISSING CAR CODE,
11138,1013159,diesel,11879,Petrol,petrol
11139,1024795,diesel,11603,Petrol,petrol
11140,998851,petrol-electric,11571,Petrol-Electric,petrol-electric
11141,999795,,10489,Petrol,petrol
11142,953880,,11503,Petrol,petrol
11143,1028679,,MISSING,MISSING CAR CODE,
11144,995651,,10509,Petrol,petrol
11145,1020499,,MISSING,MISSING CAR CODE,
11146,985729,,10381,Petrol,petrol
11147,1016422,,10764,Petrol,petrol
11148,1003920,,10777,Petrol,petrol
11149,1015697,,MISSING,MISSING CAR CODE,
11150,1023758,petrol-electric,12003,Petrol-Electric,petrol-electric
11151,1006044,,11474,Petrol,petrol
11152,1025012,,11584,Petrol,petrol
11153,874784,diesel,MISSING,MISSING CAR CODE,
11154,995768,,11610,Petrol,petrol
11155,1018718,,MISSING,MISSING CAR CODE,
11156,1028127,,10832,Petrol,petrol
11157,1010117,petrol-electric,12008,Petrol-Electric,petrol-electric
11158,1008239,,10876,Petrol,petrol
11159,967327,,MISSING,MISSING CAR CODE,
11160,1005974,petrol,10862,Diesel (Euro V),diesel
11161,938537,petrol-electric,11883,Petrol-Electric,petrol-electric
11162,1001517,,11745,Petrol,petrol
11163,999621,,10888,Petrol,petrol
11164,989273,diesel,12025,Diesel (Euro V),diesel
11165,1020145,,MISSING,MISSING CAR CODE,
11166,1020399,,12262,Petrol,petrol
11167,1023266,,MISSING,MISSING CAR CODE,
11168,995501,,11790,Petrol,petrol
11169,1031279,,10544,Petrol,petrol
11170,1029409,diesel,MISSING,MISSING CAR CODE,
11171,1021019,,10503,Petrol,petrol
11172,1029623,,MISSING,MISSING CAR CODE,
11173,942863,,MISSING,MISSING CAR CODE,
11174,1023689,,MISSING,MISSING CAR CODE,
11175,1023986,,10547,Petrol,petrol
11176,1023253,,12492,Petrol,petrol
11177,1008596,,MISSING,MISSING CAR CODE,
11178,1004031,,11875,Petrol,petrol
11179,999758,,11031,Petrol,petrol
11180,1023293,diesel,10596,Diesel (Euro V),diesel
11181,1012398,,11341,Petrol,petrol
11182,1027658,,10027,Petrol,petrol
11183,922925,,MISSING,MISSING CAR CODE,
11184,1002183,,10080,Petrol,petrol
11185,980699,,MISSING,MISSING CAR CODE,
11186,993389,,12020,Petrol,petrol
11187,999497,,11740,Petrol,petrol
11188,1028365,,10935,Petrol,petrol
11189,1027238,diesel,MISSING,MISSING CAR CODE,
11190,1007199,,11846,Petrol,petrol
11191,995546,,MISSING,MISSING CAR CODE,
11192,999130,,12302,Petrol,petrol
11193,995307,,11322,Petrol,petrol
11194,1025611,,10778,Petrol,petrol
11195,1025714,,12323,Petrol,petrol
11196,1013434,diesel,11637,Diesel (Euro VI),diesel
11197,1026469,,11306,Petrol,petrol
11198,992124,,10004,Petrol,petrol
11199,1024450,,10397,Petrol,petrol
11200,1029169,,11410,Petrol,petrol
11201,1014562,,10457,Petrol,petrol
11202,1025077,,11578,Petrol,petrol
11203,991985,,11414,Petrol,petrol
11204,1022404,,10356,Petrol,petrol
11205,1018942,,11321,Petrol,petrol
11206,1031146,,10417,Petrol,petrol
11207,1023534,,10489,Petrol,petrol
11208,983992,,11657,Petrol,petrol
11209,1005336,,12534,Petrol,petrol
11210,1019905,petrol-electric,12444,Petrol,petrol
11211,1014767,,MISSING,MISSING CAR CODE,
11212,1023618,diesel,11484,Diesel (Euro VI),diesel
11213,1015854,,11321,Petrol,petrol
11214,984049,,MISSING,MISSING CAR CODE,
11215,1012324,,11031,Petrol,petrol
11216,995149,diesel,10862,Diesel (Euro V),diesel
11217,1010921,,MISSING,MISSING CAR CODE,
11218,1024578,,12323,Petrol,petrol
11219,997674,,MISSING,MISSING CAR CODE,
11220,993281,petrol-electric,11981,Petrol-Electric,petrol-electric
11221,998153,petrol-electric,11557,Petrol-Electric,petrol-electric
11222,988897,,11435,Petrol,petrol
11223,1013619,,11474,Petrol,petrol
11224,1017825,,11456,Petrol,petrol
11225,1024217,,11927,Petrol,petrol
11226,965918,,11451,Petrol,petrol
11227,1009349,,10620,Petrol,petrol
11228,1014304,,10526,Petrol,petrol
11229,1031063,,MISSING,MISSING CAR CODE,
11230,1015039,,12267,Petrol,petrol
11231,1023064,,10356,Petrol,petrol
11232,1024394,,11585,Petrol,petrol
11233,1024006,,10764,Petrol,petrol
11234,1002845,,MISSING,MISSING CAR CODE,
11235,1019210,,11059,Petrol,petrol
11236,1020656,petrol-electric,12444,Petrol,petrol
11237,1023290,,11195,Petrol,petrol
11238,1023494,,12361,Petrol,petrol
11239,1017873,,MISSING,MISSING CAR CODE,
11240,1004287,,11875,Petrol,petrol
11241,985698,diesel,11725,Diesel (Euro VI),diesel
11242,993776,,10464,Petrol,petrol
11243,982107,,11491,Petrol,petrol
11244,965689,petrol-electric,12212,Petrol-Electric,petrol-electric
11245,1029130,,11015,Petrol,petrol
11246,1021869,diesel,11725,Diesel (Euro VI),diesel
11247,1026879,,MISSING,MISSING CAR CODE,
11248,1023038,,10365,Petrol,petrol
11249,1028479,,10533,Petrol,petrol
11250,1008088,,10526,Petrol,petrol
11251,1018100,diesel,11536,Diesel (Euro VI),diesel
11252,1017488,,11100,Petrol,petrol
11253,1007174,diesel,11725,Diesel (Euro VI),diesel
11254,944117,,MISSING,MISSING CAR CODE,
11255,1017177,,11527,Petrol,petrol
11256,1007193,,11846,Petrol,petrol
11257,998460,,MISSING,MISSING CAR CODE,
11258,976283,petrol-electric,11557,Petrol-Electric,petrol-electric
11259,1012107,,11341,Petrol,petrol
11260,1006181,diesel,MISSING,MISSING CAR CODE,
11261,986899,,10180,Petrol,petrol
11262,1015725,,MISSING,MISSING CAR CODE,
11263,1028692,,MISSING,MISSING CAR CODE,
11264,984114,diesel,11725,Diesel (Euro VI),diesel
11265,965575,diesel,11005,Petrol,petrol
11266,1030262,,11419,Petrol,petrol
11267,996208,,MISSING,MISSING CAR CODE,
11268,993840,,11813,Petrol,petrol
11269,1030307,,11791,Petrol,petrol
11270,1017886,petrol-electric,11420,Petrol-Electric,petrol-electric
11271,1016734,,10128,Petrol,petrol
11272,1025375,,11262,Petrol,petrol
11273,994384,,10567,Petrol,petrol
11274,981811,,MISSING,MISSING CAR CODE,
11275,1009656,,11530,Petrol,petrol
11276,1022002,petrol-electric,11557,Petrol-Electric,petrol-electric
11277,1002311,,MISSING,MISSING CAR CODE,
11278,1024448,,11704,Petrol,petrol
11279,1014691,,10861,Petrol,petrol
11280,999723,diesel,11536,Diesel (Euro VI),diesel
11281,1002792,,MISSING,MISSING CAR CODE,
11282,996077,,11321,Petrol,petrol
11283,1027174,,11782,Petrol,petrol
11284,1007632,,11321,Petrol,petrol
11285,971993,,11000,Petrol,petrol
11286,985235,,10725,Petrol,petrol
11287,1016999,,10540,Petrol,petrol
11288,1021661,,10272,Petrol,petrol
11289,957121,diesel,MISSING,MISSING CAR CODE,
11290,1000831,,MISSING,MISSING CAR CODE,
11291,1015728,,11321,Petrol,petrol
11292,1012627,,10356,Petrol,petrol
11293,1018858,,11531,Petrol,petrol
11294,919645,,10928,Petrol,petrol
11295,1020266,petrol-electric,11752,Petrol-Electric,petrol-electric
11296,1000230,,11623,Petrol,petrol
11297,1019660,,10410,Petrol,petrol
11298,1006415,,10544,Petrol,petrol
11299,1023642,,MISSING,MISSING CAR CODE,
11300,1003578,,10128,Petrol,petrol
11301,1017990,,12404,Petrol,petrol
11302,1023684,,10742,Petrol,petrol
11303,1009664,diesel,10597,Petrol,petrol
11304,1023298,,11643,Petrol,petrol
11305,1026962,,10777,Petrol,petrol
11306,1022939,,10464,Petrol,petrol
11307,1023330,,11875,Petrol,petrol
11308,1019343,,11875,Petrol,petrol
11309,994969,,MISSING,MISSING CAR CODE,
11310,1007736,,MISSING,MISSING CAR CODE,
11311,1007036,,11321,Petrol,petrol
11312,970281,diesel,11786,Diesel (Euro VI),diesel
11313,1029852,petrol-electric,10408,Petrol-Electric,petrol-electric
11314,1014638,,10503,Petrol,petrol
11315,1023555,,10702,Petrol,petrol
11316,993781,,11543,Petrol,petrol
11317,993446,diesel,MISSING,MISSING CAR CODE,
11318,1023860,,MISSING,MISSING CAR CODE,
11319,1028839,,11442,Petrol,petrol
11320,1028852,,12232,Petrol,petrol
11321,1018249,,11069,Petrol,petrol
11322,1011919,diesel,MISSING,MISSING CAR CODE,
11323,1019640,,10095,Petrol,petrol
11324,1008453,,11531,Petrol,petrol
11325,1015720,,MISSING,MISSING CAR CODE,
11326,1024307,,10206,Petrol,petrol
11327,1005217,diesel,11536,Diesel (Euro VI),diesel
11328,1024970,,11349,Petrol,petrol
11329,970051,,11519,Petrol,petrol
11330,1016608,,MISSING,MISSING CAR CODE,
11331,966900,diesel,MISSING,MISSING CAR CODE,
11332,1025540,,10764,Petrol,petrol
11333,1010634,,11503,Petrol,petrol
11334,1011967,,11120,Petrol,petrol
11335,983930,diesel,12760,Diesel (Euro VI),diesel
11336,1025965,diesel,11536,Diesel (Euro VI),diesel
11337,1013391,,11031,Petrol,petrol
11338,1004635,,11745,Petrol,petrol
11339,1029297,diesel,10862,Diesel (Euro V),diesel
11340,1028171,,10526,Petrol,petrol
11341,1028919,,11626,Petrol,petrol
11342,998856,petrol-electric,MISSING,MISSING CAR CODE,
11343,1030182,,10503,Petrol,petrol
11344,1030417,,11262,Petrol,petrol
11345,991398,,11623,Petrol,petrol
11346,995421,diesel,MISSING,MISSING CAR CODE,
11347,1008346,,12120,Petrol,petrol
11348,1006377,,11451,Petrol,petrol
11349,1012947,,12266,Petrol,petrol
11350,1030269,,11953,Petrol,petrol
11351,1020324,,MISSING,MISSING CAR CODE,
11352,999948,diesel,10596,Diesel (Euro V),diesel
11353,1021248,,10572,Petrol,petrol
11354,1018471,,11745,Petrol,petrol
11355,712123,diesel,MISSING,MISSING CAR CODE,
11356,1019391,,10032,Petrol,petrol
11357,1023938,diesel,11683,Diesel (Euro VI),diesel
11358,1004227,,10238,Petrol,petrol
11359,1006321,petrol,12859,Petrol,petrol
11360,1018187,petrol-electric,12046,Petrol-Electric,petrol-electric
11361,1012144,diesel,10862,Diesel (Euro V),diesel
11362,1029281,,10482,Petrol,petrol
11363,1002234,,10503,Petrol,petrol
11364,1018948,,11296,Petrol,petrol
11365,925918,,MISSING,MISSING CAR CODE,
11366,989555,,11491,Petrol,petrol
11367,1027299,,11530,Petrol,petrol
11368,997893,,10860,Petrol,petrol
11369,965587,diesel,MISSING,MISSING CAR CODE,
11370,994918,,11543,Petrol,petrol
11371,1027375,,12209,Petrol,petrol
11372,1018226,,11630,Petrol,petrol
11373,976898,,10417,Petrol,petrol
11374,989657,,10089,Petrol,petrol
11375,1027628,diesel,11501,Diesel (Euro V),diesel
11376,909961,petrol,MISSING,MISSING CAR CODE,
11377,1026655,,11294,Petrol,petrol
11378,1018954,,11000,Petrol,petrol
11379,1028825,,MISSING,MISSING CAR CODE,
11380,1008179,,MISSING,MISSING CAR CODE,
11381,1000661,,11491,Petrol,petrol
11382,1025888,,11798,Petrol,petrol
11383,1031149,,MISSING,MISSING CAR CODE,
11384,1000744,,11000,Petrol,petrol
11385,1015832,,10485,Petrol,petrol
11386,1008104,,11306,Petrol,petrol
11387,1020920,,11000,Petrol,petrol
11388,1016987,petrol-electric,12003,Petrol-Electric,petrol-electric
11389,1023337,,MISSING,MISSING CAR CODE,
11390,1008097,,MISSING,MISSING CAR CODE,
11391,994140,petrol,MISSING,MISSING CAR CODE,
11392,1022547,diesel,10862,Diesel (Euro V),diesel
11393,1030583,petrol-electric,12508,Petrol-Electric,petrol-electric
11394,1030065,,10165,Petrol,petrol
11395,1013666,petrol-electric,MISSING,MISSING CAR CODE,
11396,1027929,,12117,Petrol,petrol
11397,1008549,,MISSING,MISSING CAR CODE,
11398,1027754,,10713,Petrol,petrol
11399,1006114,diesel,11985,Diesel (Euro V),diesel
11400,1014797,,12323,Petrol,petrol
11401,992377,,11031,Petrol,petrol
11402,1025236,,11260,Petrol,petrol
11403,1000659,,11806,Petrol,petrol
11404,1026314,,11832,Petrol,petrol
11405,1028579,,11791,Petrol,petrol
11406,1020668,,11811,Petrol,petrol
11407,1002775,,10551,Petrol,petrol
11408,1025008,,10667,Petrol,petrol
11409,1007258,,11553,Petrol,petrol
11410,1026135,petrol,MISSING,MISSING CAR CODE,
11411,1013510,,11059,Petrol,petrol
11412,1023851,,10503,Petrol,petrol
11413,1023447,,11321,Petrol,petrol
11414,1023282,diesel,MISSING,MISSING CAR CODE,
11415,1008705,,10758,Petrol,petrol
11416,1026476,,10685,Petrol,petrol
11417,1020692,,11349,Petrol,petrol
11418,970093,,12186,Petrol,petrol
11419,1023342,,11846,Petrol,petrol
11420,1020981,,11306,Petrol,petrol
11421,1016261,,11474,Petrol,petrol
11422,1027272,,11640,Petrol,petrol
11423,969485,,11031,Petrol,petrol
11424,1022556,,10725,Petrol,petrol
11425,1028068,,11435,Petrol,petrol
11426,1003177,,MISSING,MISSING CAR CODE,
11427,964240,diesel,MISSING,MISSING CAR CODE,
11428,1023143,,10860,Petrol,petrol
11429,1017193,,11195,Petrol,petrol
11430,1013003,,11527,Petrol,petrol
11431,1026744,,10757,Petrol,petrol
11432,1025946,,11414,Petrol,petrol
11433,1019036,,12560,Petrol,petrol
11434,975399,diesel,10862,Diesel (Euro V),diesel
11435,1023400,,11448,Petrol,petrol
11436,1019402,diesel,11536,Diesel (Euro VI),diesel
11437,1025690,,10873,Petrol,petrol
11438,1010973,,12399,Petrol,petrol
11439,869566,,10778,Petrol,petrol
11440,1006204,petrol-electric,MISSING,MISSING CAR CODE,
11441,1011506,,MISSING,MISSING CAR CODE,
11442,1015655,,12560,Petrol,petrol
11443,1007612,,11448,Petrol,petrol
11444,1028277,,10526,Petrol,petrol
11445,1006127,petrol-electric,11752,Petrol-Electric,petrol-electric
11446,1025300,,11491,Petrol,petrol
11447,1024166,,10464,Petrol,petrol
11448,1021067,,10544,Petrol,petrol
11449,1021621,diesel,MISSING,MISSING CAR CODE,
11450,1005090,,10540,Petrol,petrol
11451,1027467,,11775,Petrol,petrol
11452,1015087,,MISSING,MISSING CAR CODE,
11453,1027099,,12343,Petrol,petrol
11454,981388,,10296,Petrol,petrol
11455,1008584,,MISSING,MISSING CAR CODE,
11456,1010549,,10464,Petrol,petrol
11457,1025910,,10503,Petrol,petrol
11458,1020350,,MISSING,MISSING CAR CODE,
11459,1027103,diesel,11536,Diesel (Euro VI),diesel
11460,980011,diesel,MISSING,MISSING CAR CODE,
11461,1030255,,MISSING,MISSING CAR CODE,
11462,1010722,,10482,Petrol,petrol
11463,1008481,,10876,Petrol,petrol
11464,1016875,,11531,Petrol,petrol
11465,999232,,11260,Petrol,petrol
11466,1010808,petrol-electric,MISSING,MISSING CAR CODE,
11467,1026789,,12406,Petrol,petrol
11468,1002952,,10732,Petrol,petrol
11469,1025752,,10742,Petrol,petrol
11470,1024227,,MISSING,MISSING CAR CODE,
11471,1031081,,10526,Petrol,petrol
11472,1004665,,MISSING,MISSING CAR CODE,
11473,1013304,,11414,Petrol,petrol
11474,1012702,,10533,Petrol,petrol
11475,1012198,,11195,Petrol,petrol
11476,1027495,,10039,Petrol,petrol
11477,1020230,,10764,Petrol,petrol
11478,1030551,,10271,Petrol,petrol
11479,1004271,petrol-electric,MISSING,MISSING CAR CODE,
11480,1028433,,11503,Petrol,petrol
11481,1006642,diesel,10449,Diesel (Euro IV),diesel
11482,1025567,,11321,Petrol,petrol
11483,999898,,MISSING,MISSING CAR CODE,
11484,1026930,,10503,Petrol,petrol
11485,1017118,,11623,Petrol,petrol
11486,1026898,,12602,Petrol-Electric,petrol-electric
11487,1027415,,10526,Petrol,petrol
11488,1011309,,12452,Petrol,petrol
11489,1030593,,10001,Petrol,petrol
11490,994891,,10919,Petrol,petrol
11491,1029684,,10397,Petrol,petrol
11492,1029710,,11940,Petrol,petrol
11493,1015660,,11469,Petrol,petrol
11494,1026944,,11435,Petrol,petrol
11495,1009394,diesel,MISSING,MISSING CAR CODE,
11496,1031166,,10685,Petrol,petrol
11497,1009401,,MISSING,MISSING CAR CODE,
11498,1029754,,10180,Petrol,petrol
11499,996041,,10417,Petrol,petrol
11500,1025010,,10089,Petrol,petrol
11501,1025902,,MISSING,MISSING CAR CODE,
11502,996867,,11449,Petrol,petrol
11503,1023686,,11448,Petrol,petrol
11504,1021941,,11704,Petrol,petrol
11505,991899,,MISSING,MISSING CAR CODE,
11506,1017783,petrol-electric,11557,Petrol-Electric,petrol-electric
11507,1009726,,10128,Petrol,petrol
11508,1016505,petrol-electric,10875,Petrol-Electric,petrol-electric
11509,1030061,,10128,Petrol,petrol
11510,1027804,,MISSING,MISSING CAR CODE,
11511,989010,,MISSING,MISSING CAR CODE,
