index,manufactured,type_of_vehicle,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_model,car_age,diesel,electric,petrol,petrol-electric,missing_category,almost_new_car,coe_car,consignment_car,direct_owner_sale,imported_used_vehicle,low_mileage_car,opc_car,parf_car,premium_ad_car,rare_&_exotic,sgcarmart_warranty_cars,sta_evaluated_car,vintage_cars
10719,2020.0,2,0,1430.0,103.0,1499.0,1.0,13260.0,49500.0,684.0,70226.0,15500.0,35079.0,41111.0,158200,63,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10720,2021.0,0,0,1700.0,131.1144375,1998.0,1.0,6490.0,29266.0,1289.21,28769.0,4548.029724680816,27751.0,1388.0,70200,32,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10721,2018.0,2,0,1605.0,135.0,1991.0,2.0,18450.0,42564.0,1202.0,86983.0,11900.0,55386.0,71695.0,197800,65,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10722,2016.0,0,0,1460.0,84.92056249999997,1560.0,3.0,7910.0,31412.0,1049.98,18658.0,27000.0,19591.0,980.0,51700,22,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10723,2013.0,0,0,1353.0,137.0,1591.0,4.0,12940.0,73989.0,738.0,25581.0,110000.0,17735.0,17735.0,38500,27,8.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10724,1999.0,2,0,1820.91,,2799.0,6.0,9130.0,17706.0,3225.0,9498.0,114164.0,77907.0,109070.0,27000,24,22.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10725,2017.0,2,0,1470.0,85.0,1196.0,1.0,10590.0,46489.0,506.0,48621.0,23000.0,26389.0,28945.0,83400,44,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10726,2017.0,3,0,1532.0,111.0,1998.0,1.0,9890.0,49000.0,1210.0,42888.0,51431.0,17537.0,17537.0,75700,38,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10727,2012.0,2,0,2070.0,225.0,2979.0,4.0,28320.0,58090.0,2362.0,67103.0,103001.0,73916.0,105049.0,107800,120,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10728,2015.0,2,0,1430.0,90.0,1595.0,1.0,14100.0,47300.0,740.0,40799.0,72000.0,28107.0,26350.0,87800,49,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10729,2017.0,3,0,1315.0,97.0,1197.0,2.0,9860.0,46778.0,508.0,39373.0,62172.0,19990.0,14990.0,73500,42,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10730,2019.0,3,0,1700.0,110.0,1496.0,1.0,12220.0,46790.0,682.0,71033.0,10095.95279784694,30438.0,34614.0,148500,62,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10731,2015.0,3,0,1205.0,85.0,1598.0,1.0,9410.0,59200.0,742.0,37036.0,79000.0,16439.0,16439.0,53700,26,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10732,2016.0,2,0,2050.0,185.0,1984.0,2.0,23040.0,57010.0,1194.0,82228.0,79000.0,59048.0,78287.0,165000,96,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10733,2016.0,2,0,1425.0,115.0,1595.0,1.0,15680.0,54920.0,740.0,51415.0,79010.0,35465.0,36651.0,101100,47,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10734,2017.0,2,0,1430.0,90.0,1595.0,2.0,14270.0,36001.0,740.0,47622.0,41510.0,28815.0,32341.0,119700,49,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10735,2006.0,2,0,1540.0,135.0,1796.0,5.0,8070.0,51630.0,1461.0,25476.0,141500.0,52574.0,57832.0,43800,65,15.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10736,2016.0,2,0,1430.0,90.0,1595.0,1.0,13900.0,50889.0,740.0,48764.0,78149.02493210617,28839.0,27375.0,99900,49,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10737,2019.0,3,0,1776.0,129.0,2356.0,2.0,13980.0,40009.0,1630.0,58262.0,21500.0,29883.0,33837.0,145000,49,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10738,2019.0,2,0,1570.0,225.0,1991.0,1.0,22560.0,36000.0,1202.0,70477.0,3000.0,41743.0,50441.0,252800,140,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
10739,2010.0,2,0,1825.0,225.0,2979.0,3.0,11610.0,47316.0,2598.0,45579.0,106000.0,60175.0,60175.0,123000,56,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10740,2006.0,0,1,1780.0,182.1975,2986.0,2.0,6520.0,19904.0,4814.65,19402.0,193657.36561440153,23681.0,1185.0,35000,28,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10741,2018.0,2,0,1540.0,135.0,1998.0,1.0,20730.0,31001.0,1210.0,63657.0,27000.0,45907.0,56270.0,189000,77,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10742,2013.0,0,1,13520.0,314.46625,15681.0,2.0,30930.0,53900.0,9220.825,8713.0,152431.58239376292,123082.0,6155.0,55000,33,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10743,2014.0,2,0,1720.0,180.0,1997.0,1.0,19670.0,74000.0,1210.0,65565.0,56000.0,50610.0,63098.0,106500,93,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10744,2018.0,3,0,1249.0,92.0,1597.0,1.0,8640.0,11199.0,242.0,23189.0,15000.0,19877.0,19877.0,81200,36,3.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10745,2016.0,3,0,1190.0,96.0,1199.0,1.0,9240.0,50889.0,508.0,34919.0,64000.0,19770.0,9770.0,60500,28,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10746,2016.0,2,0,1626.0,106.0,1997.0,4.0,11170.0,46970.0,1210.0,37924.0,94995.0,22509.0,23513.0,69100,40,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10747,2018.0,0,0,1088.0,96.0,1498.0,1.0,9280.0,32699.0,684.0,35310.0,35000.0,16836.0,16836.0,80100,26,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10748,2007.0,3,0,1370.0,103.0,1799.0,3.0,8620.0,22499.0,1369.0,6682.0,184175.13116159473,20674.0,22742.0,14100,10,14.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10749,2008.0,1,0,1740.0,353.0,3799.0,3.0,29590.0,33377.0,4727.0,23565.0,116296.0,78934.0,78934.0,229800,139,13.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10750,2009.0,3,0,1680.0,132.0,2354.0,3.0,6080.0,39463.0,1954.0,33106.0,171302.0,34074.0,34074.0,56100,24,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10751,2011.0,2,0,1840.0,138.0,2672.0,2.0,9570.0,47163.500555555554,2002.0,46491.98875,124400.0,46012.0,46012.0,105400,70,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10753,2013.0,2,0,1485.0,115.0,1595.0,2.0,14770.0,67301.0,740.0,29630.0,100000.0,31746.0,31445.0,47100,47,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10754,2012.0,1,0,1600.0,309.0,3999.0,3.0,50840.0,97889.0,3948.0,58112.0,120800.0,78040.0,78040.0,131800,117,9.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10755,2015.0,3,0,1295.0,95.3,1591.0,1.0,9890.0,55399.0,738.0,32885.0,56686.0,14542.0,14542.0,52600,25,6.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10756,2015.0,3,0,1079.0,85.0,1496.0,2.0,8860.0,43000.0,682.0,27579.0,59870.0,16713.0,11713.0,50400,38,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10757,2018.0,1,0,1655.0,135.0,1991.0,2.0,22160.0,32429.0,1202.0,85371.0,20000.0,61728.0,83111.0,218900,77,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10758,2020.0,3,0,1126.0,89.0,1498.0,1.0,9080.0,36534.0,684.0,48011.0,18688.0,19467.0,19467.0,102100,27,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10759,2014.0,0,0,1425.0,90.0,1595.0,2.0,12550.0,61899.0,740.0,28925.0,160300.0,26456.0,19039.0,49500,46,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10760,2017.0,2,0,1203.0,81.0,1199.0,1.0,15980.0,36810.0,508.0,39583.0,50000.0,20236.0,20331.0,127400,43,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10761,2018.0,3,0,1430.0,101.0,1496.0,1.0,11210.0,30851.0,682.0,36089.0,22000.0,25822.0,18151.0,100000,48,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10762,2003.0,1,0,1110.0,107.0,1794.0,5.0,11880.0,73035.0,1458.0,25752.0,137388.0,27480.0,30228.0,46100,36,18.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
10763,2010.0,0,0,1129.0,63.0,1390.0,4.0,8000.0,16438.0,744.0,12331.0,112360.0,15069.0,15069.0,33000,26,11.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
10764,2019.0,3,0,1130.0,97.0,1496.0,1.0,9050.0,28589.0,682.0,29004.0,13246.0,18553.0,8553.0,83400,39,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10765,2016.0,2,0,1605.0,135.0,1991.0,3.0,17930.0,57903.0,1202.0,81348.0,82000.0,54238.0,69629.0,137500,65,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10766,2020.0,2,0,1485.0,141.0,1998.0,1.0,14480.0,49500.0,1210.0,84411.0,8000.0,42024.0,50834.0,176900,63,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10767,2014.0,2,0,1615.0,135.0,1997.0,3.0,15230.0,75002.0,1210.0,53612.0,101269.76274117353,37219.0,39107.0,84500,61,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10768,2016.0,2,0,1589.0,90.0,1498.0,1.0,10650.0,50991.0,684.0,46935.0,66000.0,25281.0,27394.0,75700,42,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10769,2015.0,2,0,1190.0,96.0,1496.0,2.0,11070.0,68589.0,682.0,31979.0,88000.0,18783.0,8783.0,51500,35,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10770,2008.0,3,0,1750.0,125.0,2362.0,4.0,7780.0,37906.0,2293.0,25714.0,135000.0,30879.0,30879.0,58100,34,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10771,2019.0,2,0,1280.0,85.0,999.0,1.0,11110.0,32309.0,392.0,43467.0,27000.0,22090.0,22926.0,112000,41,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10772,2017.0,2,0,1594.0,130.0,1591.0,1.0,12190.0,49802.0,738.0,43862.0,53800.0,19805.0,19805.0,89000,42,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10773,2016.0,2,0,1430.0,100.0,1499.0,1.0,14450.0,56500.0,684.0,49864.0,101000.0,29796.0,28715.0,95500,63,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10774,2018.0,3,0,1324.0,127.0,1498.0,1.0,12260.0,32909.0,684.0,45834.0,21000.0,26594.0,29232.0,116400,36,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10775,2014.0,3,0,1292.0,97.0,1591.0,1.0,11110.0,64841.0,738.0,28681.0,56000.0,13596.0,13596.0,44900,25,7.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10776,2018.0,2,0,1535.0,140.0,1984.0,1.0,16760.0,41000.0,1194.0,64009.0,46000.0,38190.0,45466.0,165000,67,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10777,2008.0,3,0,1130.0,81.0,1496.0,1.0,7690.0,15287.0,818.0,9742.0,138000.0,15781.0,15781.0,27000,22,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10778,2010.0,2,0,1650.0,150.0,1796.0,4.0,9720.0,32914.0,1071.0,29695.0,114000.0,55808.0,55808.0,96500,55,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10779,2015.0,0,1,1780.0,204.80625,2982.0,1.0,10630.0,24868.0,3677.67,11180.0,101388.040146131,29522.0,1477.0,52600,28,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10780,2021.0,0,0,1220.0,93.73362499999996,1597.0,1.0,5490.0,30897.0,761.58,30863.0,1477.2013563864136,19270.0,964.0,60400,23,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10781,2016.0,0,0,1425.0,90.0,1595.0,2.0,12850.0,52503.0,740.0,43784.0,30898.0,25531.0,22744.0,84500,46,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10782,1996.0,1,0,1688.195,,2799.0,1.0,16500.0,48479.0,3225.0,23509.0,137000.0,99991.0,149987.0,88000,46,25.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10783,2019.0,2,0,1190.0,96.0,1496.0,1.0,9530.0,30000.0,682.0,35536.0,23000.0,23217.0,14504.0,94200,35,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10784,2011.0,1,0,1735.0,155.0,1984.0,5.0,10320.0,47316.0,1313.0,45773.0,119561.5142634964,57347.0,57347.0,109800,67,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10785,2016.0,3,0,1810.0,140.0,2356.0,2.0,11320.0,54501.0,1630.0,59162.0,75838.9208076762,33127.0,38378.0,91200,24,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10786,2011.0,2,0,1315.0,140.0,1618.0,1.0,9950.0,35411.62777777778,766.0,31883.2075,103300.0,24760.0,24760.0,54800,27,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10787,2006.0,1,0,2485.0,412.0,5998.0,5.0,24400.0,39563.0,9196.0,30480.0,149865.0,148269.0,148269.0,206800,238,15.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10788,2016.0,3,0,1320.0,81.0,1461.0,1.0,9890.0,50789.0,1048.0,32136.0,70539.0,19300.0,5000.0,63600,42,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10789,2007.0,1,0,1160.0,113.0,1468.0,6.0,9500.0,18583.0,932.0,6965.0,165874.23703991817,17628.0,17628.0,19600,21,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10790,2012.0,2,0,1505.0,150.0,1796.0,3.0,24060.0,83700.0,974.0,31221.0,110000.0,49004.0,49004.0,48200,43,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10791,2018.0,0,0,1052.0,73.0,1318.0,1.0,8720.0,38830.0,578.0,30463.0,66000.0,15567.0,5567.0,68000,26,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10792,2007.0,0,0,1000.0,66.0,1242.0,2.0,7210.0,21282.0,748.0,4665.0,171653.13471098416,10815.0,10031.0,8700,19,14.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10793,2010.0,2,0,2375.0,176.0,2967.0,2.0,11060.0,32914.0,3690.0,29695.0,67000.0,68366.0,68366.0,109800,96,11.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
10794,2016.0,2,0,1425.0,115.0,1595.0,3.0,17820.0,54920.0,740.0,50753.0,80000.0,35465.0,36651.0,109800,47,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10795,2015.0,3,0,1295.0,95.3,1591.0,1.0,9970.0,58700.0,738.0,32091.0,73000.0,14113.0,14113.0,50600,25,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10796,2020.0,2,0,1485.0,120.0,1332.0,1.0,16150.0,45012.0,586.0,69406.0,88.0,31871.0,36620.0,185700,64,1.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
10797,2006.0,3,0,1540.0,200.0,1997.0,4.0,28510.0,46048.0,1815.0,21952.0,156605.33148663293,37263.0,40990.0,149500,77,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10798,2011.0,2,0,1650.0,150.0,2497.0,2.0,10470.0,47440.055555555555,1796.0,45492.84875,147000.0,49344.0,49344.0,115300,44,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10799,2010.0,1,0,1670.0,283.0,3800.0,3.0,29740.0,34935.0,4002.0,31575.0,110000.0,130398.0,130398.0,295700,256,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10800,2016.0,3,0,1310.0,88.0,1496.0,1.0,9170.0,48556.0,682.0,34646.0,66124.0,15764.0,10764.0,61400,29,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10801,2008.0,3,0,1300.0,97.0,1794.0,3.0,6590.0,34991.0,1264.0,24436.0,169000.0,17386.0,17386.0,50600,24,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10802,2017.0,0,0,1068.0,85.0,1496.0,1.0,8320.0,38830.0,682.0,29122.0,29314.0,14481.0,5000.0,62600,38,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10803,2018.0,1,0,1655.0,135.0,1991.0,2.0,21420.0,32551.0,1202.0,87920.0,32000.0,63499.0,86299.0,215400,77,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10804,2016.0,3,0,1160.0,88.0,1497.0,1.0,10140.0,48401.0,684.0,41508.0,77300.0,19735.0,19735.0,72400,31,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10805,2019.0,0,0,4060.0,229.28800000000004,2998.0,1.0,16580.0,45001.0,4842.02,43386.0,19210.809750681008,70677.0,3534.0,175900,47,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10807,2016.0,0,1,1800.0,196.893125,2982.0,1.0,9940.0,41608.0,3702.73,20850.0,78541.49891283692,32171.0,1609.0,54800,32,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10808,2021.0,0,0,900.0,53.324062500000046,658.0,1.0,5200.0,29017.0,377.82,28953.0,5245.206721290804,15869.0,794.0,57100,19,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10809,2017.0,1,0,1690.0,545.0,6498.0,2.0,114410.0,47390.0,7856.0,526900.0,10027.0,384275.0,663695.0,1175700,499,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
10810,2018.0,2,0,1425.0,115.0,1595.0,1.0,14740.0,37605.0,740.0,59018.0,86000.0,37480.0,44472.0,135100,47,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10811,2020.0,0,0,1595.0,113.0,1979.1225,1.0,11480.0,44001.0,270.0,53603.0,50.0,47093.0,12931.0,133100,49,1.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
10812,2016.0,1,0,2635.0,420.0,6592.0,2.0,113340.0,49189.0,8004.0,636342.0,6078.0,462892.0,805206.0,1265000,713,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
10813,1990.0,1,0,,,1597.0,6.0,10280.0,26175.0,,,220000.0,19000.0,28500.0,86900,46,31.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
10814,2019.0,3,0,1115.0,73.6,1368.0,1.0,7940.0,23373.0,608.0,25322.0,29000.0,8994.0,8994.0,74400,29,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10815,2019.0,3,0,1320.0,80.0,1496.0,1.0,9620.0,47821.0,682.0,53341.0,652.0,22347.0,8286.0,108900,38,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
10816,2020.0,2,0,1495.0,135.0,1998.0,1.0,18490.0,51900.0,1210.0,93138.0,2800.0,49180.0,60852.0,226400,48,1.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
10817,2016.0,2,0,1185.0,96.0,1496.0,1.0,9510.0,49751.0,682.0,39500.0,58421.0,21292.0,16809.0,65800,38,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10818,2017.0,1,0,1365.0,220.0,1988.0,3.0,35900.0,47501.0,1200.0,102907.0,48288.0,70584.0,99052.0,292400,195,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10819,2008.0,2,0,1410.0,103.0,1799.0,1.0,8410.0,33018.0,1271.0,25039.0,174164.17913594912,23212.0,23212.0,70200,15,13.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10820,2016.0,2,0,1190.0,96.0,1496.0,2.0,10040.0,51506.0,682.0,34788.0,98000.0,21247.0,11746.0,62200,35,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10822,2001.0,1,0,1637.6325,,2494.0,2.0,8000.0,53932.0,2688.0,53134.0,152585.0,48062.0,67287.0,86700,38,20.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10823,2012.0,1,0,1445.0,235.0,2979.0,3.0,13070.0,40762.115,2362.0,38950.86875,104000.0,38283.0,38283.0,143900,67,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10824,2019.0,2,0,1435.0,90.0,1595.0,1.0,13520.0,35010.0,740.0,49987.0,14000.0,25148.0,27208.0,140600,64,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10825,2011.0,1,0,1470.0,225.0,2979.0,4.0,12880.0,45493.89333333333,2362.0,44243.26625,127000.0,43789.0,43789.0,141800,57,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10826,2018.0,3,0,1324.0,127.0,1498.0,2.0,12180.0,32302.0,684.0,45819.0,39000.0,26594.0,29232.0,115200,36,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10827,2019.0,3,0,1205.0,85.0,1598.0,1.0,8250.0,26667.0,742.0,33693.0,37000.0,16713.0,16713.0,81200,26,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10828,2011.0,1,0,1495.0,250.0,2979.0,4.0,21800.0,42683.0,2598.0,40297.0,156000.0,48000.0,48000.0,226400,131,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10829,2021.0,0,0,1070.8675,430.0,658.0,1.0,9390.0,41801.0,326.0,45265.0,88.0,17988.0,5000.0,105400,43,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
10830,2016.0,0,0,2140.0,198.03125,2982.0,1.0,10200.0,36297.0,3679.535,17015.0,86670.53878797658,42716.0,2136.0,52600,32,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10831,2009.0,3,0,1340.0,106.0,1797.0,4.0,7180.0,37941.0,1169.0,30530.0,166000.0,21779.0,21779.0,63600,24,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10832,2008.0,3,0,1527.0,107.0,1999.0,4.0,8870.0,18444.0,1697.0,6983.0,100000.0,20695.0,20695.0,18500,38,13.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10833,2021.0,0,0,900.0,53.05925000000009,658.0,1.0,5340.0,23222.0,378.74,22974.0,100.0,15738.0,787.0,58100,19,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10834,2019.0,3,0,1865.0,129.0,2356.0,1.0,14540.0,42564.0,1630.0,63461.0,12800.0,34123.0,39773.0,148300,49,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
10835,2014.0,0,1,1800.0,206.255625,2982.0,1.0,11050.0,18540.0,3698.5,7853.0,117812.49785240772,27135.0,1357.0,51500,28,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10836,2015.0,3,0,1205.0,90.0,1598.0,3.0,9680.0,55399.0,742.0,36600.0,97998.0,19589.0,19589.0,54800,22,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10837,2016.0,3,0,940.0,57.0,1193.0,4.0,7630.0,52503.0,506.0,29665.0,79695.94586353096,14176.0,5000.0,44600,26,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10838,2017.0,2,0,1975.0,190.0,2987.0,2.0,25660.0,51000.0,3366.0,120068.0,41000.0,80741.0,117334.0,242000,58,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10839,2016.0,1,0,2295.0,373.0,3993.0,1.0,67230.0,47390.0,3940.0,201706.0,18500.0,143272.0,229890.0,605000,238,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
10840,2017.0,3,0,1310.0,88.0,1496.0,2.0,8600.0,42801.0,682.0,34387.0,57789.69314339194,15108.0,10108.0,64800,29,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10841,2015.0,3,0,1289.0,86.0,1590.0,2.0,8990.0,56001.0,738.0,32511.0,85405.63349285739,11857.0,11857.0,49300,15,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10842,2006.0,2,0,1530.0,108.0,1998.0,6.0,6540.0,52077.0,1815.0,28493.0,186436.8350435609,27853.0,30639.0,39400,39,15.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10843,2016.0,0,1,1740.0,198.74,2982.0,1.0,9740.0,21009.0,3677.62,10096.0,90905.2743627898,27741.0,1388.0,51500,32,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10844,2009.0,1,0,1505.0,245.0,3696.0,6.0,12510.0,31553.0,4516.0,23211.0,85000.0,49509.0,49509.0,101200,53,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10845,2011.0,3,0,1261.0,91.1,1591.0,3.0,6680.0,35034.49833333334,738.0,31611.78125,170000.0,12465.0,12465.0,73500,25,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10846,2015.0,3,0,1220.0,74.0,1398.0,1.0,9420.0,67601.0,626.0,31606.0,90000.0,13734.0,8734.0,44600,18,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
